            HEA             Cabeza                             Unidad de conteo que define el número de                                                                                     1/1/2017                                                                   
             HF             Cien pies                                                                   Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            HGM             Héctogramo                                                                                                                                                      1/1/2017                                                                                      hg                    
             HH             Cien pies cúbicos                  Unidad de volumen igual a cien pies cúbic                                                                                    1/1/2017                                                                   
             HI             Cien hojas                                                                  Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            HIU             Unidad internacional de cien       Unidad de cuenta que define el número de                                                                                     1/1/2017                                                                   
             HJ             Potencia métrica                                                            Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                 Hp métrico                
             HK             Cien kilogramos                                                             Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            HKM             Cien kilogramos, masa neta         Unidad de masa que define el número de ci                                                                                    1/1/2017                                                                   
             HL             Cien pies (lineal)                                                          Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            HLT             Hectolitro                         Es una unidad de volumen equivalente a ci                                                                                    1/1/2017                                                                                      hl                    
             HM             Milla por hora (milla estatal)                                                                                                                                  1/1/2017                                                                                    mile/h                  
            HMQ             Millones de metros cúbicos         Unidad de volumen igual a un millón de me                                                                                    1/1/2017                                                                                      Mm³                   
            HMT             Hectómetro                         Es una unidad de longitud. Equivale a 100                                                                                    1/1/2017                                                                                      hm                    
             HN             Milímetro convencional de mercurio                                          Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                    Mm Hg                  
             HO             Cien onzas troy                                                             Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             HP             Milímetro convencional de agua                                              Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                Mm H $ ₂ $ O               
            HPA             Hectolitro de alcohol puro         Unidad de volumen igual a cien litros de                                                                                     1/1/2017                                                                   
             HS             Cien pies cuadrados                                                         Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             HT             media hora                                                                  Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            HTZ             Hertz                              Unidad de frecuencia del Sistema Internac                                                                                    1/1/2017                                                                                      Hz                    
            HUR             Hora                               Es una unidad de tiempo que se correspond                                                                                    1/1/2017                                                                                       h                    
             HY             Cien yardas                                                                 Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             IA             Pulgada libra                                                                                                                                                   1/1/2017                                                                                     in·lb                  
             IC             Contar por pulgada                                                          Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             IE             Personas                           Unidad de conteo que define el número de                                                                                     1/1/2017                                                                   
             IF             Pulgadas de agua                   Use una pulgada de agua (código común F78Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             II             Columna pulgada                                                             Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             IM             Impresión                                                                   Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            INH             Pulgada                            Es una unidad de longitud antropométrica                                                                                     1/1/2017                                                                                      in                    
            INK             Pulgada cuadrada                   Es una unidad de medida imperial, equival                                                                                    1/1/2017                                                                                      in²                   
            INQ             Pulgada cúbica                     Sinónimo: pulgada cuadrada                                                                                                   1/1/2017                                                                                      in³                   
             IP             póliza de seguros                                                           Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            ISD             Grado internacional de azúcar      Unidad de medida que define el contenido                                                                                     1/1/2017                                                                   
             IT             Recuento por centímetro                                                     Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             IU             Pulgada por segundo                                                                                                                                             1/1/2017                                                                                     in/s                   
             IV             Pulgada por segundo al cuadrado                                                                                                                                 1/1/2017                                                                                     in/s²                  
            J10             Por ciento por milímetro           Unidad de proporción, igual a 0,01, en re                                                                                    1/1/2017                                                                                     %/mm                   
            J12             Por mille por psi                  Unidad de presión igual a una milésima de                                                                                    1/1/2017                                                                                     ‰/psi                  
            J13             Grado api                          Unidad de densidad relativa como una medi                                                                                    1/1/2017                                                                                     °API                   
            J14             Grado baume (escala de origen)     Unidad tradicional de densidad relativa p                                                                                    1/1/2017                                                                                      °Bé                   
            J15             Grado baume (us pesado)            Unidad de densidad relativa para líquidos                                                                                    1/1/2017                                                                                °Bé (US heavy)              
            J16             Grado baume (luz de los EUA)       Unidad de densidad relativa para líquidos                                                                                    1/1/2017                                                                                °Bé (US light)              
            J17             Grado balling                      Unidad de densidad como medida del conten                                                                                    1/1/2017                                                                                   °Balling                 
            J18             Grado brix                         Unidad de proporcion utilizada para medir                                                                                    1/1/2017                                                                                      °Bx                   
            J19             Grado fahrenheit hora pie cuadrado                                                                                                                              1/1/2017                                                                                °F·h·ft²/Btuth              
             J2             Joule por kilogramo                                                                                                                                             1/1/2017                                                                                     J/kg                   
            J20             Grado fahrenheit por kelvin                                                                                                                                     1/1/2017                                                                                     °F/K                   
            J21             Grado fahrenheit por bar                                                                                                                                        1/1/2017                                                                                    °F/bar                  
            J22             Grado fahrenheit hora pie cuadrado                                                                                                                              1/1/2017                                                                                °F·h·ft²/BtuIT              
            J23             Grado fahrenheit por hora                                                                                                                                       1/1/2017                                                                                     °F/h                   
            J24             Grado fahrenheit por minuto                                                                                                                                     1/1/2017                                                                                    °F/min                  
            J25             Grado fahrenheit por segundo                                                                                                                                    1/1/2017                                                                                     °F/s                   
            J26             Reciprocidad grado fahrenheit                                                                                                                                   1/1/2017                                                                                     1/°F                   
            J27             Grado oechsle                      Unidad de densidad como medida del conten                                                                                    1/1/2017                                                                                   °Oechsle                 
            J28             Grado rankine por hora                                                                                                                                          1/1/2017                                                                                     °R/h                   
            J29             Grado rankine por minuto                                                                                                                                        1/1/2017                                                                                    °R/min                  
            J30             Grado rankine por segundo                                                                                                                                       1/1/2017                                                                                     °R/s                   
            J31             Grado twaddel.                     Unidad de densidad para líquidos que son                                                                                     1/1/2017                                                                                      °Tw                   
            J32             Micropoise                                                                                                                                                      1/1/2017                                                                                      µP                    
            J33             Microgramo por kilogramo                                                                                                                                        1/1/2017                                                                                     µg/kg                  
            J34             Microgramo por metro cúbico kelvin                                                                                                                              1/1/2017                                                                                   (µg/m³)/K                
            J35             Microgramo por metro cúbico bar                                                                                                                                 1/1/2017                                                                                  (µg/m³)/bar               
            J36             Microlitro por litro                                                                                                                                            1/1/2017                                                                                     µl/l                   
            J38             Baud                               Es Unidad de medida utilizada en telecomu                                                                                    1/1/2017                                                                                      Bd                    
            J39             Unidad térmica británica (significa                                                                                                                             1/1/2017                                                                                      Btu                   
            J40             Unidad térmica británica (tabla int                                                                                                                             1/1/2017                                                                              BtuIT·ft/(h·ft²·°F)           
            J41             Unidad térmica británica (tabla int                                                                                                                             1/1/2017                                                                              BtuIT·in/(h·ft²·°F)           
            J42             Unidad térmica británica (tabla int                                                                                                                             1/1/2017                                                                              BtuIT·in/(s·ft²·°F)           
            J43             Unidad térmica británica (tabla int                                                                                                                             1/1/2017                                                                                 BtuIT/(lb·°F)              
            J44             Unidad térmica británica (tabla int                                                                                                                             1/1/2017                                                                                   BtuIT/min                
            J45             Unidad térmica británica (tabla int                                                                                                                             1/1/2017                                                                                    BtuIT/s                 
            J46             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                              Btuth·ft/(h·ft²·°F)           
            J47             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                                    Btuth/h                 
            J48             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                              Btuth·in/(h·ft²·°F)           
            J49             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                              Btuth·in/(s·ft²·°F)           
            J50             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                                 Btuth/(lb·°F)              
            J51             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                                   Btuth/min                
            J52             Unidad térmica británica (termoquím                                                                                                                             1/1/2017                                                                                    Btuth/s                 
            J53             Culombio metro cuadrado por kilogra                                                                                                                             1/1/2017                                                                                    C·m²/kg                 
            J54             Megabaud                           Unidad de velocidad de transmisión de señ                                                                                    1/1/2017                                                                                      MBd                   
            J55             Watt segundo                                                                                                                                                    1/1/2017                                                                                      W·s                   
            J56             Bar por bar                                                                                                                                                     1/1/2017                                                                                    bar/bar                 
            J57             Barril (uk petróleo)               Es el nombre de varias unidades de volume                                                                                    1/1/2017                                                                                 bbl (UK liq.)              
            J58             Barril (petróleo UK) por minuto                                                                                                                                 1/1/2017                                                                               bbl (UK liq.)/min            
            J59             Barril (petróleo UK) por día                                                                                                                                    1/1/2017                                                                                bbl (UK liq.)/d             
            J60             Barril (petróleo UK) por hora                                                                                                                                   1/1/2017                                                                                bbl (UK liq.)/h             
            J61             Barril (petróleo UK) por segundo                                                                                                                                1/1/2017                                                                                bbl (UK liq.)/s             
            J62             Barril (petróleo estados unidos) po                                                                                                                             1/1/2017                                                                                  bbl (US)/h                
            J63             Barril (petróleo estados unidos) po                                                                                                                             1/1/2017                                                                                  bbl (US)/s                
            J64             Bushel (UK) por día                                                                                                                                             1/1/2017                                                                                   bu (UK)/d                
            J65             Bushel (UK) por hora                                                                                                                                            1/1/2017                                                                                   bu (UK)/h                
            J66             Bushel (UK) por minuto                                                                                                                                          1/1/2017                                                                                  bu (UK)/min               
            J67             Bushel (UK) por segundo                                                                                                                                         1/1/2017                                                                                   bu (UK)/s                
            J68             Bushel (seco,estados unidos) por dí                                                                                                                             1/1/2017                                                                                 bu (US dry)/d              
            J69             Bushel (seco,estados unidos) por ho                                                                                                                             1/1/2017                                                                                 bu (US dry)/h              
            J70             Bushel (seco,estados unidos) por mi                                                                                                                             1/1/2017                                                                                bu (US dry)/min             
            J71             Bushel (seco,estados unidos) por se                                                                                                                             1/1/2017                                                                                 bu (US dry)/s              
            J72             Centinewton metro                                                                                                                                               1/1/2017                                                                                     cN·m                   
            J73             Centipoise por kelvin                                                                                                                                           1/1/2017                                                                                     cP/K                   
            J74             Centipoise por bar                                                                                                                                              1/1/2017                                                                                    cP/bar                  
            J75             Caloría                            Unidad de energía térmica, de símbolo cal                                                                                    1/1/2017                                                                                      cal                   
            J76             Caloría (tabla internacional) por g                                                                                                                             1/1/2017                                                                                 calIT/(g·°C)               
            J78             Caloría (termoquímica) por centímet                                                                                                                             1/1/2017                                                                                calth/(cm·s·°C)             
            J79             Caloría (termoquímico) por gramo ga                                                                                                                             1/1/2017                                                                                 calth/(g·°C)               
            J81             Caloría (termoquímica) por minuto                                                                                                                               1/1/2017                                                                                   calth/min                
            J82             Caloría (termoquímica) por segundo                                                                                                                              1/1/2017                                                                                    calth/s                 
            J83             Clo                                Clo es una unidad de medida empleada para                                                                                    1/1/2017                                                                                      clo                   
            J84             Centímetro por segundo kelvin                                                                                                                                   1/1/2017                                                                                   (cm/s)/K                 
            J85             Centímetro por segundo bar                                                                                                                                      1/1/2017                                                                                  (cm/s)/bar                
            J87             Centímetro cúbico por metro cúbico                                                                                                                              1/1/2017                                                                                    cm³/m³                  
            J89             Centímetro de mercurio                                                      Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                    Cm Hg                  
            J90             Decímetro cúbico por día                                                                                                                                        1/1/2017                                                                                     dm³/d                  
            J91             Decímetro cúbico por metro cúbico                                                                                                                               1/1/2017                                                                                    dm³/m³                  
            J92             Decímetro cúbico por minuto                                                                                                                                     1/1/2017                                                                                    dm³/min                 
            J93             Decímetro cúbico por segundo                                                                                                                                    1/1/2017                                                                                     dm³/s                  
            J94             Dyne centímetro                                                             Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                  Dyn · cm                 
            J95             Onza (fluido, UK) por día                                                                                                                                       1/1/2017                                                                                 fl oz (UK)/d               
            J96             Onza (fluido, UK) por hora                                                                                                                                      1/1/2017                                                                                 fl oz (UK)/h               
            J97             Onza (fluido, UK) por minuto                                                                                                                                    1/1/2017                                                                                fl oz (UK)/min              
            J98             Onza (fluido, UK) por segundo                                                                                                                                   1/1/2017                                                                                 fl oz (UK)/s               
            J99             Onza (fluido, estados unidos) por d                                                                                                                             1/1/2017                                                                                 fl oz (US)/d               
             JB             Jumbo                                                                       Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
             JE             Joule por kelvin                   Es el aumento de entropía de un sistema q                                                                                    1/1/2017                                                                                      J/K                   
             JK             Megajoule por kilogramo                                                                                                                                         1/1/2017                                                                                     MJ/kg                  
             JM             Megajoule por metro cúbico                                                                                                                                      1/1/2017                                                                                     MJ/m³                  
            JNT             Junta de tubería                   Un recuento del número de juntas de la tu                                                                                    1/1/2017                                                                   
             Jo             Articulación                                                                Las unidades marcadas como borradas en el catálogo internacional de                 7/26/2017                                                                  
            JOU             Joule                              Es el trabajo producido por una fuerza de                                                                                    1/1/2017                                                                                       J                    
            JPS             Cien metros                        Unidad de conteo que define el número de                                                                                     1/1/2017                                                                   
            JWL             Número de joyas                    Unidad de cuenta que define el número de                                                                                     1/1/2017                                                                   
             K1             Demanda de kilowatt                Unidad de medida que define la carga de p                                                                                    1/1/2017                                                                   
            K10             Onza (fluido, estados unidos) por h                                                                                                                             1/1/2017                                                                                 fl oz (US)/h               
            K11             Onza (fluido, estados unidos) por m                                                                                                                             1/1/2017                                                                                fl oz (US)/min              
            K12             Onza (fluido, estados unidos) por s                                                                                                                             1/1/2017                                                                                 fl oz (US)/s               
            K13             Pie por grado fahrenheit                                                                                                                                        1/1/2017                                                                                     ft/°F                  
            K14             Pie por hora                                                                                                                                                    1/1/2017                                                                                     ft/h                   
            K15             Pie libra-fuerza por hora                                                                                                                                       1/1/2017                                                                                   ft·lbf/h                 
            K16             Pie libra-fuerza por minuto                                                                                                                                     1/1/2017                                                                                  ft·lbf/min                
            K17             Pie por psi (libra por pulgada cuad                                                                                                                             1/1/2017                                                                                    ft/psi                  
            K18             Pie por segundo grado fahrenheit                                                                                                                                1/1/2017                                                                                   (ft/s)/°F                
            K19             Pie por segundo psi (libra por pulg                                                                                                                             1/1/2017                                                                                  (ft/s)/psi                
             K2             Kilovoltios amperios demanda reactiUnidad de medida que define la demanda de                                                                                    1/1/2017                                                                   
            K20             Reciprocidad del pie cuadrado                                                                                                                                   1/1/2017                                                                                     1/ft³                  
            K21             Pie cúbico por grado fahrenheit                                                                                                                                 1/1/2017                                                                                    ft³/°F                  
            K22             Pie cúbico por día                                                                                                                                              1/1/2017                                                                                     ft³/d                  
            K23             Pie cúbico por psi (libra por pulga                                                                                                                             1/1/2017                                                                                    ft³/psi                 
            K24             Pie de agua                                                                 Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                Ft H $ ₂ $ O               
            K25             Pie de mercurio                                                             Unidades no recomendadas para su uso por la Oficina Internacional de                7/26/2017                                                                                    Ft Hg                  
            K26             Galón (UK) por día                                                                                                                                              1/1/2017                                                                                  gal (UK)/d                
            K27             Galón (UK) por hora                                                                                                                                             1/1/2017                                                                                  gal (UK)/h                
